id,name,describe,how_to_fix,music,is_valid
340708,ERROR_CODE_ACTION_LEFT_CANMER_RECITIFY_CURRENT_STATION_DMCODE_IS_NONE,当前站点没有绑定左视二维码,请将当前站点二维码偏差设置好，再试,,1
340709,ERROR_CODE_ACTION_RIGHT_CANMER_RECITIFY_CURRENT_STATION_IS_NONE,右视二维码矫正时，当前站点为0,请确定矫正位置是否正确后，再试,,1
340710,ERROR_CODE_ACTION_RIGHT_CANMER_RECITIFY_CURRENT_STATION_DMCODE_IS_NONE,当前站点没有绑定右视二维码,请将当前站点二维码偏差设置好，再试,,1
340801,ERROR_CODE_ACTION_FORK_LIFT_NOT_REACH,叉臂升降失败,请检查叉臂升降是否正常,,1
340802,ERROR_CODE_ACTION_GOODS_NOT_DETECTED,货架上未检测到货物,请检查货架上是否有货物,,1
340803,ERROR_CODE_ACTION_GOODS_POS_YAW_DEVIATE,3D视觉相机检测到货物摆放角度过偏,请检查货物摆放角度是否过偏并摆正，或确定2905参数是否太小,,1
340804,ERROR_CODE_ACTION_GOODS_POS_X_DEVIATE_FORWARD,3D视觉相机检测到货物X方向太靠前,请检查货物摆放X方向是否太靠前并摆正，或确定2902参数是否太小,,1
340805,ERROR_CODE_ACTION_GOODS_POS_X_DEVIATE_BACK,3D视觉相机检测到货物X方向太靠后,请检查货物摆放X方向是否太靠后并摆正，或确定2903参数是否太小,,1
340806,ERROR_CODE_ACTION_GOODS_POS_Y_DEVIATE,3D视觉相机检测到货物摆放Y方向过偏,请检查货物摆放Y方向是否过偏并摆正，或确定2904参数是否太小,,1
340807,ERROR_CODE_ACTION_LOAD_NO_DOCKING,货叉取货路径对接失败,路网跟踪不能执行，请排查是否有急停,,1
340808,ERROR_CODE_ACTION_FORK_FAIL_PICKUP_GOODS,载货叉臂上升失败,请检查载货叉臂上升功能是否正常,,1
340809,ERROR_CODE_ACTION_BACKFORK_MOVE_NOT_REACH,卸货退出路径导航失败,请排查弹片是否仍然处于触发状态，同时查看2912参数，参数值必须大于弹片开关的弹起行程距离,,1
340810,ERROR_CODE_ACTION_GOODS_DETECTED,卸货位上有货物,请检查当前卸货位是否有货物,,1
340811,ERROR_CODE_ACTION_UNLOAD_MOVE_NOT_REACH,卸货路径导航失败,请排查失败原因,,1
340812,ERROR_CODE_ACTION_LOAD_PALLET_BOUNCE,载货时到位开关未触发,请排查失败原因,,1
340813,ERROR_CODE_ACTION_FORK_FAIL_PICKDOWN_GOODS,卸货叉臂下降失败,请检查卸货叉臂下降功能是否正常,,1
340814,ERROR_CODE_ACTION_FORK_ADJUST_LEN_NOT_ENOUGH,需要自适应调整但是调整距离不够,车到目标站点的距离 > (取叉臂和栈板长度的最大值+2915+2901参数),,1
340815,ERROR_CODE_ACTION_FORK_MOVE_LEN_NOT_ENOUGH,离货物距离过近会碰撞,请检查,,1
340816,ERROR_CODE_ACTION_FORK_HEIGHT_DEVIATE,叉臂高度误差过大,请检查叉臂升降功能是否正常,,1
340817,ERROR_CODE_ACTION_HOOK_SWITCH,脱挂钩开关异常,请检查,,1
340818,ERROR_CODE_ACTION_HOOK_OFF_FAILED,脱钩失败,请检查,,1
340819,ERROR_CODE_TRACTOR_DOCKING_FAILED,二维码牵引对接动作执行失败,再试,,1
340820,ERROR_CODE_FORK_ADJUST_HEIGHT_OUT_RANGE,叉臂升降高度超出限位,1.检查目标高度是否正确；2.检查叉臂升降软上限和叉臂升降软下限位参数是否正确,,1
340821,ERROR_CODE_FASTAER_LOAD_DETECT_DISTANCE_TOO_BIG,不停车取货动态检测距离设置过大,调下forklift.faster_load_detect_distance参数,,1
340822,ERROR_CODE_TASK_FAILED_BY_MANUAL_BTN,手动按钮导致任务失败,请重新下发任务,,1
340823,ERROR_CODE_ACTION_GOODS_POS_Z_DEVIATE,3D视觉相机检测到货物高度和下发参数相差较大,实际校验的是叉臂中心高度(编码器高度-叉臂厚度一半)与识别高度的误差,,1
340824,ERROR_CODE_ACTION_BATTERY_CHARGING,正在充电，不能启动动作任务,停止充电后，再试,,1
340825,ERROR_CODE_DEVICE_TESTING_FAILED,任务执行中，无法检测设备,车辆空闲时，再试,,1
340826,ERROR_CODE_DEVICE_TESTING_DEVICE_ERROR,设备连接失败，无法检测设备,检查设备连接状态，再试,,1
340827,ERROR_CODE_DEVICE_TESTING_NOT_SUPPORT_DEVICE,该设备，暂不支持检测,联系厂家,,1
340829,ERROR_CODE_ACTION_MANUAL_BTN_CONTROL_RUNNING,当前处于手柄控制中,无法处理动作任务，请将按钮切换到自动档,,1
340830,ERROR_CODE_ACTION_DST_STAION_TOO_FAR,动作的目标站点距离当前位置太远,检查输入参数是否有误，必要时须重新部署,,1
340831,ERROR_CODE_ACTION_NARROW_MODE_NO_DETECT_LOAD_UNSUPPORT,窄通道模式下暂不支持盲叉功能,请修改取货模式参数,,1
340832,ERROR_CODE_ACTION_EXSIT_LARGE_ROTATE,取放货过程中存在大角度的旋转，会有安全隐患,可能离终点太近导致,,1
340833,ERROR_CODE_ACTION_DOCKING_NOT_DETECTED,移动任务结束，但未取到货物,1、请检查货架上是否有货物。2、请检查货物到位开关是否正常,,1
340834,ERROR_CODE_ACTION_DOCKING_ADVANCE_TRAGGERED,到位开关提前触发,1、请检查,,1
340835,ERROR_CODE_ACTION_DOCKING_TIMEOUT,取货对接动作执行超时,请排查失败原因,,1
340836,ERROR_CODE_ACTION_PATH_TYPE_ERROR,162动作规划的末端路径是贝塞尔，可能导致计算剩余距离错误，有碰撞风险,请排查生成取货路径是否异常，先贝塞尔再直线,,1
340837,ERROR_CODE_LOAD_SWITCH_HOLD_TRIGGERED,载货开关已经触发，重新执行取货动作有安全风险，请确保在空叉情况下再执行取货动作,1. 请检查叉子上是否已经放置了栈板；2.请检查叉子底部的到位开关是否正常弹开,,1
340838,ERROR_CODE_LOAD_PALLET_ALWAY_TRIGGER_STATE,放货完成后，到位开关一直处于触发状态,1.检查叉臂上是否仍有栈板；2.检查2912参数，参数值必须大于到位开关的行程距离；3.检查到位开关是否松动（看灯的状态），导致开关自动打开,,1
340839,ERROR_CODE_AGV_NOT_ARRIVE_TARGET_POSE,agv没有到达设定的目标位置,可能是初始位置不合理或者达目标点的过程中提前终止移动，也可能是到位精度不够,,1
340840,ERROR_CODE_FOKR_NOT_IN_TARGET_HEIGHT,叉臂没有到达理想的高度附近,可能是叉臂初始高度不合理或者达目标高度的过程中提前终止升降，也可能是叉臂升降精度不够,,1
340841,ERROR_CODE_FOKR_NOT_IN_TARGET_X,门架前后位置未在理想值附近,可能是门架初始前后位置不合理或者门架前后移动过程中提前终止，也可能是门架前后移动精度不够,,1
340842,ERROR_CODE_FOKR_NOT_IN_TARGET_Y,叉臂左右位置未在理想值附近,可能是叉臂左右移动精度不够,,1
340843,ERROR_CODE_FOKR_NOT_IN_TARGET_HEIGHT_INTERVAL,叉臂没有到达理想的范围内,可能是叉臂初始高度不合理或者达目标高度的过程中提前终止升降,,1
340844,ERROR_CODE_FOKR_OR_DOOR_FRAME_OVERPOSITON,叉臂或者门架超限位,检查限位开关,,1
340845,ERROR_CODE_TIP_OR_ROOT_COLLISON,叉臂根部限位开关或叉尖碰撞开关触发,如果没有明显接触那就开关出现了问题,,1
340846,ERROR_CODE_TIP_LIGHT_TRIGGER,叉尖光电触发,检查叉尖光电触发的距离,,1
340847,ERROR_CODE_GOODS_OVER_HEIGHT,货物超高,检查货物超高传感器触发的原因,,1
340848,ERROR_CODE_GOODS_OVER_WIDTH,货物超宽,检查货物超宽传感器触发的原因,,1
340849,ERROR_CODE_GOODS_NOT_DETECT_IN_AGV,栈板距离叉臂根部太远或者没有检测的栈板,检查栈板位置是否在距离叉臂根部10cm左右,,1
340850,ERROR_CODE_PALLET_DISTANCE_NOT_IN_TARGET_INTERVAL,栈板距离没有在理想范围内,检查栈板位置是否合理,,1
340851,ERROR_CODE_PALLET_DISTANCE_NOT_OVER_FORK_LENGTH,栈板距离没有超过叉臂长度,空载情况下栈板测距的数值需要大于叉臂长度,,1
340852,ERROR_CODE_PALLET_EXIST_LIGHT_TRIGGER,栈板检测光电触发,此时栈板检测光电不应该触发,,1
340853,ERROR_CODE_PALLET_EXTRUSION_LIGHT_TRIGGER,货物挤压光电触发,货物挤压光电不应该触发,,1
340854,ERROR_CODE_PALLET_OVER_WIDTH_TRIGGER,栈板超宽光电触发,检查栈板是否插歪,,1
340855,ERROR_CODE_PALLET_NOT_STILL_IN_AGV,栈板与叉臂有相对移动,栈板应该与叉臂静止才对,,1
340856,ERROR_CODE_PALLET_NOT_STILL_IN_WORLD,栈板与地面相对移动,可能有其它物体挡中间测距光电,,1
340857,ERROR_CODE_ADJUST_LITTLE_YAW,载货移动时候栈板或货物的位置异常,检查栈板检测光电是否异常,,1
340858,ERROR_CODE_FRONT_BACK_MOVE_FORK_FAILED,前后移动叉臂到目标失败,移动精度不够或者移动超行程了,,1
340859,ERROR_CODE_LATER_MOVE_FORK_FAILED,横移货叉失败,可能超行程了,,1
340860,ERROR_CODE_LIFT_FORK_FAILED,升级货叉失败,可能超行程了或者传感器异常,,1
340861,ERROR_CODE_MOVE_TO_TARGET_POSE_FAILED,移动到目标位置失败,目标位置太远或者目满足移动条件，或者运动控制精度不够,,1
340862,ERROR_CODE_PALLET_DETECT_FAILED,栈板识别失败,检查相机视野或联系研发检查图片质量,,1
340863,ERROR_CODE_MUST_MOVE_BACK,只能后退不能前进,下发站点异常导致,,1
340864,ERROR_CODE_CURRENT_HEIGHT_ERROR_WHEN_UNLOAD,货叉高度异常无法执行当前任务,下发指令异常导致,,1
340865,ERROR_CODE_TASK_IS_CANCELED,动作任务已经被取消,当前状态不建议重复执行动作，请手动复位到动作初始状态或手动执行完此动作,,1
340866,ERROR_CODE_TARGET_HEIGHT_UNSECURITY,叉臂的目标高度不合适，升降的幅度过大,检查输入参数是否合适,,1
340867,ERROR_CODE_ACTION_STOP_WHEN_LOAD_FULL,载货状态无法执行当前任务,下发指令异常导致,,1
340868,ERROR_CODE_UPFORWARD_OBS_ERROR,检测到叉尖斜上方避障异常触发,请检查叉臂上方是否有障碍物并清除障碍后重试,,1
340869,ERROR_CODE_CHECK_PALLET_POSTION_FAILED,检测到物料放置超出范围,请检查物料是否按要求放置后重试,,1
340870,ERROR_CODE_ACTION_FORK_ARM_LARTERAL_MOVE_FAILED,叉臂横移失败,请检查叉臂横移功能是否正常,,1
340871,ERROR_CODE_CURRENT_FORK_HEIGHT_NOT_IN_MOVEMENT_HEIGHT,叉臂高度不在行车高度,请将叉臂移动到行车高度后重试,,1
340872,ERROR_CODE_ACTION_CURRENT_STATION_NOT_TARGET,当前要对接的站点不是动作的目标站点,请检查动作下发的站点id,,1
340901,,20s没有接受到对接台发送的0x02,检查接驳台是否开启并正常工作,,0
340902,,80s没有完成动作任务,检查是否有货物卡在滚筒上,,0
340903,,1#滚筒接到取料任务时，滚筒光电侦测到有料信号,检查是否动作任务下发错误，或将1#滚筒上的物料去除,,0
340904,,1#接到放料任务时，滚筒光电检测到无料信号,检查是否动作任务下发错误，或将物料手动放置到1#滚筒上,,0
340905,,2#滚筒接到取料任务时，滚筒光电侦测到有料信号,检查是否动作任务下发错误，或将2#滚筒上的物料去除,,0
340906,,2#接到放料任务时，滚筒光电检测到无料信号,检查是否动作任务下发错误，或将物料手动放置到2#滚筒上,,0
340907,,左侧光通信模块未接收到接驳台取料成功信号0x0f(30s),检查左侧光通信模块指示灯是否正常，或检查接驳台工作是否正常,,0
340908,,右侧光通信模块未接收到接驳台取料成功信号0x0f(30s),检查右侧光通信模块指示灯是否正常，或检查接驳台工作是否正常,,0
340909,,接驳台对接过程中出错,检查接驳台工作是否正常，联系厂家处理,,0
340930,,调试时，10s未检测到光电信号,调试指令，无需处理,,0
340999,,EU100 CAN网络断线,联系厂家处理,,0
407800,ERROR_CODE_ACTION_78_CHARGE_PARAM_INVALID,充电参数无效,请检测任务参数后,,1
407802,ERROR_CODE_ACTION_78_CHARGE_TO_PERCENT_FAILED_NO_CHARGE_DOCK,启动自动充电到指定百分比任务失败,请检测车辆是否和充电桩是否连接上了后，再试,,1
407803,ERROR_CODE_ACTION_78_CHARGE_TO_PERCENT_FAILED_DETACH_FROM_CHARGE_DOCK,充电过程中车辆和充电桩断开了,请检测车辆是否和充电桩是否连接上了后,,1
407805,ERROR_CODE_ACTION_78_CHARGE_FAILED_NO_CHARGE_DOCK,充电到某个值任务失败,请检测车辆是否和充电桩是否连接上了后,,1
407806,ERROR_CODE_ACTION_78_CHARGE_FAILED_CURRENT_MANUAL_CONTROL,启动充电失败,请关闭手动控制后,,1
407810,ERROR_CODE_ACTION_78_CHARGE_FAILED_MOVEMENT_RUNNING,启动自动充电失败,请等待任务结束后,,1
407820,ERROR_CODE_ACTION_78_STOP_CHARGE_FAILED,结束充电失败,请将手动充电器安全移除即可,,1
413501,ERROR_CODE_TARGET_DETECT_OVERTIME,目标检测超时,请排查失败原因,,1
413502,ERROR_CODE_DETECT_INVALID,输入值非法或不存在,请检查动作参数是否输入正常,,1
413503,ERROR_CODE_DETECT_NOT_FIND_GOAL,未识别到目标检测物体,请检查目标是否存在、目标是否符合检测要求、传感器状态是否为正常、传感器是否有脏污或被遮挡,,1
413504,ERROR_CODE_DETECT_PARAMETER_ERROR,检测功能参数解析错误,检查参数配置的格式和范围，确保它们符合预期的格式和限制,,1
413505,ERROR_CODE_DETECT_EXISTENCE_OBSTACLE,在预定的自定义区域内检测到了障碍物,自定义区域内检测到障碍物，请清除障碍物,MUSIC_GOODS_PLACEMENT_POINT_IS_OCCUPIED,1
413506,ERROR_CODE_DETECT_NOT_EXISTENCE_OBSTACLE,无障碍,请检查,,1
413507,ERROR_CODE_DETECT_TIMEOUT,执行检测任务时超过预设时间限制,请检查目标是否存在、目标是否符合检测要求、传感器状态是否为正常,,1
413508,ERROR_CODE_DETECT_FUNCTION_TURN_OFF,尝试使用某个检测功能时，该功能已被关闭或禁用,请检查该功能是否被启用,,1
413509,ERROR_CODE_DETECT_OUT_RANGE,检测到的坐标值不在预期的范围内,检查目标物体是否在工作距离内，如确定目标在规定范围内，请调整范围限制参数,,1
413510,ERROR_CODE_NO_SENSOR_DATA_RECEIVED,检测系统未能从传感器接接受到数据,请检查传感器硬件状态是否正常，电源是否接通，传感器是否安装、损坏，通信线路是否有问题，或尝试重新连接传感器,,1
413511,ERROR_CODE_SENSOR_DATA_TIME_STAMP,接收到的传感器数据中的时间戳与预期不符,检查传感器状态是否正常,,1
413512,ERROR_CODE_SENSOR_DATA_ABNORMAL,接收到的传感器数据内容不符合预期,请检查调试数据是否异常，请检查传感器状态是否正常,,1
413513,ERROR_CODE_SENSOR_FRAMERATE_UNSTABLE,传感器提供的数据帧率波动较大，不稳定,请检查传感器状态是否正常，检查传感器的性能和配置，确保帧率稳定,,1
550001,ERROR_CODE_MAP_SWITCHING_IN_START_LOCATION,切换地图时，当前正在定位,请稍后再试,,1
550002,ERROR_CODE_MAP_SWITCHING_IN_PROCESSING,切换地图时，当前正在切换地图，且两次切换的地图还不一致,请稍后再试,,1
550003,ERROR_CODE_MAP_SWITCHING_MOVEMENT_RUNNING,切换地图时，移动任务正在运行,请等移动任务结束后再试,,1
550005,ERROR_CODE_MAP_SWITCHING_MAP_LOAD_ERROR,切换地图时，当前地图不存在或者是当前地图数据被破坏,请确认当前地图名是否正确，再试,,1
550006,ERROR_CODE_MAP_SWITCHING_STATION_NOT_EXIST,切换地图时，通过站点定位，但是该站点不存在,确保车辆在站点上，才能通过站点切换地图定位,,1
660001,ERROR_CODE_MISSION_IN_EMERGENCY,启动任务时，车辆处于急停状态,解除急停后，再试,,1
660002,ERROR_CODE_MISSION_NO_LOCATION,启动任务时，车辆不处于定位状态,定位后，再试,,1
660005,ERROR_CODE_MISSION_ID_NOT_EXIST,启动任务时，任务Id不存在,请检测下发参数后，再试,,1
660006,ERROR_CODE_MISSION_ENQUEUE_TIMEOUT,启动任务时，加入队列超时,再试,,1
660007,ERROR_CODE_RACK_NO_NOT_MATCHED,任务下发的货架号与实际货架不匹配,请检查货架号是否正确,,1
660008,ERROR_CODE_START_LOCATION_SRC_ERROR,SRC初始化中，不能启动定位,等待SRC初始化完成再启动定位,,1
660009,ERROR_CODE_RACK_TYPE_NOT_MATCHED,任务下发的货架类型与实际货架不匹配,请检查货架类型是否正确,,1
660010,ERROR_CODE_RACK_MODEL_FROM_RIOT_NOT_ENABLED,是否使用调度下发的多货架信息的参数未启用，无法使用调度的多货架功能,请开启参数rack.enable_receive_riot_rack_model 后重试,,1
